"","X","dvcat","weight","dead","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","caseid"
"459",459,"10-24",64.2459999993443,"alive","airbag","none",0,"f",34,1997,1994,"deploy","driver",1,0,"5:116:1"
"461",461,"10-24",1903.57799999416,"alive","none","belted",1,"m",42,1997,1987,"unavail","driver",0,2,"5:125:2"
"464",464,"25-39",1443.06199999154,"alive","none","belted",1,"f",20,1997,1984,"unavail","pass",0,0,"5:141:1"
"465",465,"10-24",34.6989999995567,"alive","airbag","none",0,"m",20,1997,1996,"deploy","driver",1,1,"5:162:2"
"467",467,"10-24",6.59999999997672,"alive","airbag","belted",1,"m",28,1997,1994,"deploy","driver",1,3,"6:8:1"
"468",468,"10-24",6.59999999997672,"alive","airbag","belted",1,"f",36,1997,1994,"deploy","pass",1,2,"6:8:1"
"469",469,"25-39",64.6239999998361,"alive","airbag","none",0,"m",45,1997,1996,"nodeploy","driver",0,1,"6:11:2"
"470",470,"25-39",64.6239999998361,"alive","airbag","none",0,"f",39,1997,1996,"nodeploy","pass",0,3,"6:11:2"
"475",475,"25-39",18.3609999998007,"alive","none","none",1,"m",41,1997,1993,"unavail","driver",0,1,"6:18:3"
"477",477,"10-24",18.3609999998007,"alive","airbag","belted",0,"m",16,1997,1992,"nodeploy","driver",0,0,"6:19:2"
"480",480,"25-39",696.450999997556,"alive","none","belted",0,"f",24,1997,1990,"unavail","driver",0,0,"6:20:2"
"481",481,"40-54",20.2609999999404,"alive","none","none",1,"f",20,1997,1991,"unavail","driver",0,3,"6:21:1"
"483",483,"55+",14.591999999946,"alive","none","none",0,"m",24,1997,1987,"unavail","driver",0,3,"6:24:2"
"484",484,"55+",14.591999999946,"dead","none","none",0,"m",33,1997,1987,"unavail","pass",0,4,"6:24:2"
"485",485,"40-54",22.4849999998696,"alive","airbag","none",1,"f",31,1997,1995,"deploy","driver",1,1,"6:26:1"
"486",486,"40-54",22.4849999998696,"dead","none","belted",0,"m",62,1997,1987,"unavail","driver",0,3,"6:26:2"
"491",491,"25-39",7.53199999994831,"alive","airbag","belted",0,"m",66,1997,1995,"deploy","driver",1,2,"6:38:2"
"493",493,"25-39",10.8279999999795,"alive","none","none",1,"m",53,1997,1985,"unavail","driver",0,3,"6:39:1"
"496",496,"25-39",10.8279999999795,"alive","none","belted",1,"m",42,1997,1990,"unavail","pass",0,3,"6:39:2"
"497",497,"40-54",15.2729999999283,"alive","none","none",1,"m",39,1997,1988,"unavail","driver",0,3,"6:44:1"
"499",499,"25-39",11.6809999999823,"alive","none","none",1,"f",20,1997,1984,"unavail","driver",0,3,"6:46:1"
"500",500,"25-39",11.6809999999823,"alive","none","none",1,"m",23,1997,1984,"unavail","pass",0,3,"6:46:1"
"501",501,"10-24",1885.77099999785,"alive","none","none",0,"m",28,1997,1991,"unavail","driver",0,1,"6:47:2"
"502",502,"10-24",1885.77099999785,"alive","none","belted",0,"m",19,1997,1991,"unavail","pass",0,0,"6:47:2"
"507",507,"55+",6.11099999997532,"alive","none","belted",1,"f",55,1997,1992,"unavail","driver",0,3,"6:58:1"
"509",509,"25-39",5.70099999994272,"alive","none","none",1,"m",16,1997,1994,"unavail","driver",0,0,"6:62:1"
"512",512,"1-9km/h",64.8359999991953,"alive","none","belted",0,"m",37,1997,1992,"unavail","driver",0,2,"6:64:3"
"513",513,"25-39",310.379999998957,"alive","airbag","belted",0,"m",37,1997,1994,"nodeploy","driver",0,2,"6:65:1"
"515",515,"55+",11.8839999999618,"alive","none","none",0,"m",18,1997,1986,"unavail","driver",0,3,"6:70:2"
"516",516,"25-39",18.311999999918,"alive","none","belted",0,"f",72,1997,1981,"unavail","driver",0,1,"6:73:2"
"517",517,"25-39",18.311999999918,"alive","none","none",0,"f",70,1997,1981,"unavail","pass",0,3,"6:73:2"
"518",518,"25-39",6.58899999997811,"alive","none","none",1,"m",28,1997,1986,"unavail","driver",0,1,"6:74:1"
"523",523,"10-24",174.117999998853,"alive","none","none",1,"f",72,1997,1986,"unavail","pass",0,2,"6:76:1"
"525",525,"25-39",22.0949999999721,"alive","none","none",0,"f",68,1997,1989,"unavail","pass",0,3,"6:79:2"
"528",528,"55+",6.04299999994691,"dead","airbag","none",0,"f",41,1997,1993,"nodeploy","driver",0,4,"6:94:2"
"529",529,"25-39",10.4959999999264,"alive","airbag","none",1,"m",18,1997,1997,"deploy","driver",1,1,"6:96:1"
"531",531,"55+",7.65099999995437,"alive","airbag","none",0,"m",21,1997,1994,"deploy","driver",1,3,"6:98:1"
"532",532,"55+",7.65099999995437,"dead","airbag","none",0,"f",22,1997,1994,"deploy","pass",1,4,"6:98:1"
"533",533,"25-39",8.20099999988452,"alive","airbag","none",0,"m",77,1997,1996,"nodeploy","driver",0,3,"6:100:2"
"534",534,"40-54",9.96699999994598,"alive","airbag","belted",1,"m",31,1997,1994,"deploy","driver",1,2,"6:102:1"
"539",539,"40-54",10.683999999892,"alive","none","belted",1,"f",48,1997,1985,"unavail","driver",0,3,"6:104:2"
"541",541,"25-39",12.2449999999953,"alive","airbag","none",0,"m",31,1997,1996,"deploy","driver",1,2,"6:108:2"
"544",544,"25-39",6.58899999997811,"alive","none","none",0,"f",41,1997,1990,"unavail","driver",0,3,"6:115:2"
"545",545,"55+",134.382999999449,"alive","none","belted",1,"m",53,1997,1984,"unavail","driver",0,1,"6:119:2"
"547",547,"55+",7.75699999998324,"alive","none","belted",0,"m",27,1997,1994,"unavail","pass",0,2,"6:122:3"
"548",548,"40-54",11.9539999999106,"alive","airbag","none",1,"m",23,1997,1997,"deploy","driver",1,2,"6:125:1"
"549",549,"40-54",12.5359999999637,"alive","airbag","none",1,"m",28,1997,1995,"deploy","driver",1,2,"6:126:1"
"550",550,"40-54",12.5359999999637,"dead","airbag","none",1,"m",27,1997,1995,"deploy","pass",1,4,"6:126:1"
"555",555,"25-39",8.5329999999376,"alive","airbag","belted",1,"m",29,1997,1994,"deploy","driver",1,2,"6:139:2"
"557",557,"10-24",846.237999998033,"alive","none","belted",0,"f",69,1997,1986,"unavail","driver",0,1,"6:142:2"
"560",560,"25-39",6.11099999997532,"alive","airbag","none",0,"m",18,1997,1995,"nodeploy","driver",0,3,"6:147:1"
"561",561,"25-39",41.1149999997579,"alive","none","none",0,"f",19,1997,1992,"unavail","pass",0,3,"6:149:2"
"563",563,"25-39",10.8539999999339,"alive","airbag","none",0,"m",18,1997,1995,"deploy","pass",1,1,"6:154:1"
"564",564,"25-39",11.0889999999199,"alive","none","belted",1,"m",23,1997,1990,"unavail","driver",0,1,"6:159:2"
"565",565,"25-39",11.0889999999199,"alive","none","none",1,"m",29,1997,1990,"unavail","pass",0,1,"6:159:2"
"566",566,"25-39",162.445999998599,"alive","none","belted",0,"m",55,1997,1989,"unavail","driver",0,3,"8:1:1"
"571",571,"10-24",84.9149999991059,"alive","none","none",1,"m",49,1997,1982,"unavail","driver",0,2,"8:3:1"
"573",573,"10-24",84.9149999991059,"alive","airbag","belted",0,"f",71,1997,1995,"deploy","pass",1,3,"8:3:2"
"576",576,"25-39",35.2099999999627,"alive","airbag","belted",1,"m",37,1997,1996,"deploy","driver",1,3,"8:11:2"
"577",577,"10-24",2052.23199999332,"alive","none","belted",1,"m",59,1997,1985,"unavail","driver",0,0,"8:14:1"
"579",579,"25-39",317.585999999195,"alive","none","none",1,"f",21,1997,1994,"unavail","driver",0,1,"8:16:2"
"580",580,"25-39",317.585999999195,"alive","none","none",1,"m",20,1997,1994,"unavail","pass",0,2,"8:16:2"
"581",581,"40-54",818.817999996245,"alive","none","none",1,"m",70,1997,1988,"unavail","driver",0,2,"8:18:1"
"582",582,"40-54",28.4489999997895,"alive","none","none",0,"m",41,1997,1984,"unavail","driver",0,2,"8:19:1"
"587",587,"10-24",384.210999999195,"alive","airbag","belted",1,"f",25,1997,1996,"deploy","pass",1,1,"8:20:2"
"589",589,"25-39",35.2099999999627,"alive","none","none",1,"m",59,1997,1994,"unavail","driver",0,3,"8:23:1"
"592",592,"10-24",771.413999997079,"alive","airbag","belted",1,"f",61,1997,1992,"deploy","driver",1,2,"8:28:2"
"593",593,"10-24",1708.33499999344,"alive","none","belted",0,"f",28,1997,1989,"unavail","driver",0,0,"8:29:2"
"595",595,"10-24",29.1359999999404,"alive","none","belted",1,"m",37,1997,1985,"unavail","driver",0,1,"8:30:2"
"596",596,"25-39",45.4559999997728,"alive","none","belted",0,"m",71,1997,1986,"unavail","driver",0,3,"8:32:1"
"597",597,"10-24",45.4559999997728,"alive","airbag","belted",1,"f",36,1997,1994,"deploy","driver",1,1,"8:32:2"
"598",598,"10-24",860.631999999285,"alive","none","belted",0,"f",36,1997,1991,"unavail","driver",0,5,"8:34:1"
"603",603,"10-24",315.993999999017,"alive","airbag","none",1,"m",49,1997,1992,"deploy","driver",1,1,"8:37:1"
"605",605,"10-24",94.5379999997094,"alive","none","none",0,"f",79,1997,1987,"unavail","pass",0,3,"8:39:1"
"608",608,"10-24",948.713999994099,"alive","none","belted",0,"m",43,1997,1988,"unavail","driver",0,0,"8:41:1"
"609",609,"10-24",948.713999994099,"alive","none","belted",1,"m",19,1997,1986,"unavail","driver",0,1,"8:41:2"
"611",611,"10-24",513.571999996901,"alive","none","belted",1,"f",47,1997,1989,"unavail","driver",0,1,"8:44:1"
"612",612,"10-24",513.571999996901,"alive","none","belted",1,"f",34,1997,1989,"unavail","pass",0,1,"8:44:1"
"613",613,"10-24",1016.39599999785,"alive","airbag","none",1,"m",37,1997,1995,"nodeploy","driver",0,0,"8:45:1"
"614",614,"10-24",1137.33099998534,"alive","none","belted",0,"f",19,1997,1993,"unavail","driver",0,0,"8:46:1"
"619",619,"10-24",419.114999998361,"alive","airbag","none",1,"f",47,1997,1992,"deploy","driver",1,0,"8:48:2"
"621",621,"10-24",928.150999993086,"alive","airbag","belted",1,"f",23,1997,1993,"deploy","driver",1,0,"8:50:1"
"624",624,"25-39",33.2879999997094,"alive","none","none",0,"m",74,1997,1988,"unavail","driver",0,3,"8:52:1"
"625",625,"10-24",33.2879999997094,"alive","none","belted",1,"m",19,1997,1979,"unavail","driver",0,1,"8:52:2"
"627",627,"25-39",35.2099999999627,"alive","airbag","none",1,"m",22,1997,1996,"deploy","driver",1,1,"8:55:1"
"628",628,"25-39",35.2099999999627,"alive","airbag","none",0,"f",76,1997,1994,"nodeploy","driver",0,1,"8:55:2"
"629",629,"10-24",588.400999993086,"alive","none","none",1,"m",49,1997,1986,"unavail","driver",0,0,"8:57:2"
"630",630,"10-24",588.400999993086,"alive","none","none",1,"f",16,1997,1986,"unavail","pass",0,2,"8:57:2"
"635",635,"10-24",790.52499999851,"alive","airbag","belted",1,"f",24,1997,1994,"deploy","pass",1,1,"8:61:1"
"637",637,"25-39",404.971999999136,"alive","none","none",1,"m",39,1997,1993,"unavail","driver",0,2,"8:65:1"
"640",640,"1-9km/h",801.468999996781,"alive","airbag","belted",0,"m",41,1997,1995,"nodeploy","driver",0,0,"8:67:2"
"641",641,"10-24",896.830999992788,"alive","airbag","belted",0,"f",26,1997,1993,"nodeploy","driver",0,0,"8:68:2"
"643",643,"25-39",1259.6589999944,"alive","none","none",1,"f",20,1997,1994,"unavail","driver",0,1,"8:74:1"
"644",644,"25-39",1259.6589999944,"alive","none","none",1,"f",30,1997,1994,"unavail","pass",0,0,"8:74:1"
"645",645,"10-24",170.434999998659,"alive","airbag","belted",1,"f",19,1997,1997,"nodeploy","driver",0,1,"8:76:2"
"646",646,"10-24",170.434999998659,"alive","airbag","belted",1,"m",24,1997,1997,"nodeploy","pass",0,0,"8:76:2"
"651",651,"10-24",560.878999993205,"alive","none","belted",0,"f",36,1997,1989,"unavail","driver",0,5,"8:84:2"
"653",653,"10-24",1110.01999999583,"alive","none","none",1,"m",26,1997,1994,"unavail","pass",0,0,"8:85:1"
"656",656,"25-39",33.2879999997094,"alive","none","none",0,"m",79,1997,1986,"unavail","driver",0,3,"8:89:1"
"657",657,"25-39",33.2879999997094,"alive","none","belted",0,"f",73,1997,1986,"unavail","pass",0,3,"8:89:1"
"659",659,"40-54",33.2879999997094,"alive","none","belted",0,"m",18,1997,1986,"unavail","pass",0,3,"8:90:1"
"660",660,"40-54",2082.6059999764,"alive","none","none",0,"f",40,1997,1984,"unavail","driver",0,2,"8:92:2"
"661",661,"40-54",35.2099999999627,"alive","airbag","belted",0,"m",59,1997,1994,"deploy","driver",1,3,"8:93:1"
"662",662,"40-54",33.2879999997094,"alive","none","none",0,"m",29,1997,1988,"unavail","driver",0,3,"8:94:1"
"667",667,"25-39",219.489999998361,"alive","airbag","belted",1,"f",46,1997,1996,"nodeploy","driver",0,2,"8:96:2"
"669",669,"10-24",1119.96499998868,"alive","airbag","belted",1,"m",29,1997,1997,"nodeploy","driver",0,0,"8:98:1"
"672",672,"10-24",322.741999998689,"alive","none","none",1,"m",18,1997,1986,"unavail","driver",0,1,"8:100:1"
"673",673,"10-24",322.741999998689,"alive","none","none",1,"f",17,1997,1986,"unavail","pass",0,1,"8:100:1"
"675",675,"40-54",138.83199999854,"dead","none","belted",0,"m",39,1997,1988,"unavail","driver",0,4,"8:103:2"
"676",676,"40-54",138.83199999854,"alive","none","belted",0,"f",18,1997,1988,"unavail","pass",0,3,"8:103:2"
"677",677,"10-24",226.903999999166,"alive","airbag","belted",1,"m",17,1997,1996,"deploy","driver",1,0,"8:104:2"
"678",678,"25-39",585.016999997199,"alive","none","none",1,"m",43,1997,1989,"unavail","driver",0,2,"8:105:1"
"683",683,"10-24",99.9959999993443,"alive","none","none",1,"f",17,1997,1994,"unavail","pass",0,3,"8:107:1"
"685",685,"25-39",99.9959999993443,"alive","airbag","none",0,"f",27,1997,1996,"nodeploy","pass",0,1,"8:108:1"
"688",688,"10-24",171.824999999255,"alive","none","belted",0,"f",70,1997,1994,"unavail","driver",0,0,"8:112:2"
"689",689,"10-24",357.88599999994,"alive","airbag","belted",0,"m",72,1997,1994,"nodeploy","driver",0,0,"8:113:2"
"691",691,"10-24",320.556999996305,"alive","airbag","belted",1,"f",39,1997,1996,"deploy","driver",1,2,"8:115:1"
"692",692,"40-54",33.2879999997094,"alive","none","none",1,"m",18,1997,1986,"unavail","driver",0,3,"8:117:1"
"693",693,"55+",33.2879999997094,"alive","none","none",1,"f",46,1997,1985,"unavail","driver",0,3,"8:117:2"
"694",694,"10-24",227.023999998346,"alive","none","none",1,"f",20,1997,1983,"unavail","driver",0,2,"8:118:1"
"699",699,"10-24",227.023999998346,"alive","none","belted",1,"m",75,1997,1995,"unavail","pass",0,1,"8:119:2"
"701",701,"25-39",585.325999997556,"alive","none","none",1,"m",16,1997,1990,"unavail","driver",0,1,"8:121:1"
"704",704,"25-39",35.2099999999627,"alive","airbag","belted",1,"m",40,1997,1996,"deploy","driver",1,3,"8:124:2"
"705",705,"25-39",188.511999998242,"alive","airbag","belted",0,"f",49,1997,1994,"nodeploy","driver",0,1,"8:125:2"
"707",707,"40-54",486.031999997795,"alive","none","none",1,"m",20,1997,1989,"unavail","driver",0,1,"8:127:1"
"708",708,"10-24",39.5569999995641,"alive","airbag","none",1,"m",59,1997,1993,"deploy","driver",1,3,"8:129:1"
"709",709,"10-24",93.5849999999627,"alive","airbag","belted",0,"m",30,1997,1994,"nodeploy","driver",0,1,"8:130:2"
"710",710,"10-24",241.286999998614,"alive","none","belted",1,"m",80,1997,1988,"unavail","driver",0,2,"8:131:1"
"715",715,"10-24",534.341999992728,"alive","none","belted",1,"m",35,1997,1991,"unavail","driver",0,0,"8:134:1"
"717",717,"25-39",28.4489999997895,"dead","airbag","none",0,"m",21,1997,1993,"deploy","driver",1,4,"8:135:1"
"720",720,"1-9km/h",465.408999998122,"alive","none","belted",0,"m",63,1997,1989,"unavail","driver",0,0,"8:139:1"
"721",721,"10-24",465.408999998122,"alive","none","belted",1,"f",42,1997,1989,"unavail","driver",0,0,"8:139:2"
"723",723,"10-24",465.408999998122,"alive","airbag","belted",0,"m",27,1997,1990,"nodeploy","driver",0,5,"8:140:2"
"724",724,"10-24",107.607999999076,"alive","airbag","none",1,"m",21,1997,1995,"deploy","driver",1,2,"8:141:1"
"725",725,"10-24",107.607999999076,"alive","airbag","belted",1,"f",18,1997,1995,"deploy","pass",1,1,"8:141:1"
"726",726,"25-39",82.9109999993816,"alive","airbag","belted",1,"f",19,1997,1994,"deploy","driver",1,2,"8:142:1"
"731",731,"25-39",28.4489999997895,"alive","none","belted",1,"f",20,1997,1992,"unavail","driver",0,2,"8:151:1"
"733",733,"25-39",28.4489999997895,"dead","none","belted",0,"f",62,1997,1988,"unavail","pass",0,4,"8:151:2"
"736",736,"25-39",265.854999996722,"alive","airbag","belted",0,"f",20,1997,1996,"deploy","driver",1,1,"8:153:2"
"737",737,"25-39",265.854999996722,"alive","airbag","belted",0,"f",28,1997,1996,"deploy","pass",1,1,"8:153:2"
"739",739,"25-39",265.854999996722,"alive","airbag","belted",1,"m",54,1997,1996,"deploy","driver",1,0,"8:154:2"
"740",740,"25-39",265.854999996722,"alive","none","belted",1,"f",52,1997,1996,"unavail","pass",0,0,"8:154:2"
"741",741,"25-39",685.443999998271,"alive","none","none",1,"m",68,1997,1990,"unavail","driver",0,2,"8:155:1"
"742",742,"40-54",94.5379999997094,"alive","none","belted",1,"m",16,1997,1992,"unavail","driver",0,3,"8:157:1"
"747",747,"10-24",33.2879999997094,"alive","none","belted",1,"m",27,1997,1992,"unavail","driver",0,2,"8:164:1"
"749",749,"10-24",156.064999999478,"alive","airbag","belted",1,"f",19,1997,1995,"deploy","driver",1,1,"8:165:1"
"752",752,"10-24",402.376999996603,"alive","none","belted",1,"m",19,1997,1991,"unavail","driver",0,5,"8:167:1"
"753",753,"10-24",402.376999996603,"alive","none","none",1,"f",18,1997,1991,"unavail","pass",0,5,"8:167:1"
"755",755,"10-24",33.2879999997094,"alive","none","belted",1,"f",25,1997,1992,"unavail","driver",0,3,"8:169:1"
"756",756,"10-24",33.2879999997094,"alive","none","belted",1,"m",26,1997,1992,"unavail","pass",0,1,"8:169:1"
"757",757,"25-39",69.25,"alive","none","none",1,"m",17,1997,1988,"unavail","driver",0,3,"8:170:1"
"758",758,"10-24",163.83199999854,"alive","none","belted",1,"m",21,1997,1990,"unavail","driver",0,0,"8:171:1"
"763",763,"1-9km/h",63.1709999996237,"alive","airbag","belted",0,"f",73,1997,1994,"nodeploy","driver",0,1,"8:176:1"
"765",765,"10-24",162.86999999918,"alive","airbag","belted",1,"m",40,1997,1996,"deploy","driver",1,0,"8:177:2"
"768",768,"10-24",507.715999998152,"alive","airbag","belted",1,"f",25,1997,1997,"nodeploy","driver",0,0,"8:185:2"
"769",769,"10-24",507.715999998152,"alive","airbag","belted",1,"f",17,1997,1997,"nodeploy","pass",0,0,"8:185:2"
"771",771,"25-39",215.350999999791,"alive","none","belted",1,"m",17,1997,1993,"unavail","driver",0,1,"8:189:1"
"772",772,"40-54",33.2879999997094,"alive","none","none",1,"f",83,1997,1991,"unavail","driver",0,3,"8:191:1"
"773",773,"10-24",603.778999999166,"alive","none","belted",1,"m",28,1997,1989,"unavail","driver",0,1,"8:194:1"
"774",774,"25-39",1337.09899999201,"alive","none","belted",0,"f",77,1997,1987,"unavail","driver",0,5,"8:196:2"
"779",779,"10-24",278.397999998182,"alive","none","belted",1,"m",32,1997,1994,"unavail","driver",0,0,"8:200:1"
"781",781,"40-54",278.397999998182,"alive","none","belted",0,"f",34,1997,1994,"unavail","pass",0,1,"8:200:2"
"784",784,"25-39",262.876999996603,"alive","none","belted",1,"f",41,1997,1992,"unavail","driver",0,1,"8:205:1"
"785",785,"10-24",262.876999996603,"alive","airbag","belted",0,"m",50,1997,1993,"nodeploy","driver",0,1,"8:205:2"
"787",787,"40-54",80.7959999991581,"alive","airbag","belted",1,"f",59,1997,1996,"deploy","driver",1,3,"8:209:1"
"788",788,"40-54",80.7959999991581,"alive","airbag","none",1,"m",55,1997,1996,"deploy","pass",1,3,"8:209:1"
"789",789,"10-24",80.7959999991581,"alive","none","none",1,"m",21,1997,1977,"unavail","driver",0,0,"8:209:2"
"790",790,"10-24",80.7959999991581,"alive","none","none",1,"m",22,1997,1977,"unavail","pass",0,0,"8:209:2"
"795",795,"25-39",43.9859999995679,"alive","airbag","belted",1,"m",37,1997,1996,"deploy","driver",1,1,"8:218:2"
"797",797,"10-24",580.062999993563,"alive","none","none",1,"m",38,1997,1986,"unavail","pass",0,2,"8:220:1"
"800",800,"10-24",35.2099999999627,"alive","none","none",1,"m",17,1997,1986,"unavail","driver",0,0,"8:223:1"
"801",801,"10-24",35.2099999999627,"alive","none","none",1,"m",17,1997,1986,"unavail","pass",0,0,"8:223:1"
"803",803,"10-24",35.2099999999627,"alive","airbag","belted",1,"f",26,1997,1996,"deploy","pass",1,3,"8:223:2"
"804",804,"25-39",35.2099999999627,"alive","airbag","belted",0,"f",33,1997,1996,"nodeploy","driver",0,3,"8:224:1"
"805",805,"10-24",35.2099999999627,"alive","airbag","belted",1,"m",19,1997,1996,"nodeploy","driver",0,0,"8:224:2"
"806",806,"10-24",35.2099999999627,"alive","airbag","belted",1,"f",18,1997,1996,"nodeploy","pass",0,0,"8:224:2"
"811",811,"10-24",1039.47999998927,"alive","airbag","belted",0,"f",27,1997,1996,"deploy","driver",1,1,"8:233:1"
"813",813,"10-24",59.9659999995492,"alive","airbag","belted",1,"m",42,1997,1997,"deploy","driver",1,1,"8:234:1"
"816",816,"25-39",3863.19199997187,"alive","airbag","belted",1,"f",25,1997,1995,"deploy","pass",1,5,"8:235:2"
"817",817,"10-24",22.0559999998659,"alive","none","belted",1,"m",22,1997,1989,"unavail","driver",0,2,"9:1:1"
"819",819,"10-24",6961.02399998903,"alive","none","belted",0,"m",44,1997,1992,"unavail","driver",0,2,"9:5:1"
